onset	duration	trial_type	event_type	participant_value	gold_std	block_score	n_button_press	stim_file
507.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
509.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
511.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
513.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
515.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
517.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
519.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
521.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
523.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
525.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
527.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
529.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
531.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
533.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
535.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
537.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
539.0214	3.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
